question_id,run_index,rating,failures,response,collected_at
11,9,5,0,5,2026-03-23T21:56:43.314928
11,10,5,0,5,2026-03-23T21:56:44.116330
12,1,5,0,5,2026-03-23T21:56:50.679133
12,2,5,0,5,2026-03-23T21:56:51.941877
12,3,5,0,5,2026-03-23T21:56:52.657756
12,4,5,0,5,2026-03-23T21:56:53.461781
12,5,5,0,5,2026-03-23T21:56:54.371219
12,6,5,0,5,2026-03-23T21:56:55.217265
12,7,5,0,5,2026-03-23T21:57:01.703703
12,8,5,0,5,2026-03-23T21:57:08.339466
12,9,5,0,5,2026-03-23T21:57:14.969197
12,10,5,0,5,2026-03-23T21:57:17.029542
13,1,5,0,5,2026-03-23T21:57:17.831771
13,2,5,0,5,2026-03-23T21:57:18.629780
13,3,5,0,5,2026-03-23T21:57:19.490257
13,4,5,0,5,2026-03-23T21:57:20.305081
13,5,5,0,5,2026-03-23T21:57:26.857526
13,6,5,0,5,2026-03-23T21:57:29.302422
13,7,5,0,5,2026-03-23T21:57:30.133955
13,8,5,0,5,2026-03-23T21:57:30.917037
13,9,5,0,5,2026-03-23T21:57:31.716479
13,10,5,0,5,2026-03-23T21:57:38.355557
14,1,5,0,5,2026-03-23T21:57:40.581307
14,2,3,0,3,2026-03-23T21:57:41.397986
14,3,5,0,5,2026-03-23T21:57:42.299059
14,4,3,0,3,2026-03-23T21:57:43.143040
14,5,3,0,3,2026-03-23T21:57:49.796776
14,6,5,0,5,2026-03-23T21:57:52.030210
14,7,5,0,5,2026-03-23T21:57:52.835444
14,8,5,0,5,2026-03-23T21:57:53.790078
14,9,5,0,5,2026-03-23T21:57:54.584663
14,10,5,0,5,2026-03-23T21:58:01.117031
15,1,5,0,5,2026-03-23T21:58:01.966870
15,2,5,0,5,2026-03-23T21:58:02.785294
15,3,5,0,5,2026-03-23T21:58:03.573635
15,4,5,0,5,2026-03-23T21:58:04.358302
15,5,5,0,5,2026-03-23T21:58:05.155624
15,6,5,0,5,2026-03-23T21:58:05.942860
15,7,5,0,5,2026-03-23T21:58:12.529590
15,8,5,0,5,2026-03-23T21:58:14.681058
15,9,5,0,5,2026-03-23T21:58:15.479668
15,10,5,0,5,2026-03-23T21:58:16.270468
16,1,5,0,5,2026-03-23T21:58:17.154771
16,2,5,0,5,2026-03-23T21:58:23.709080
16,3,5,0,5,2026-03-23T21:58:24.529714
16,4,5,0,5,2026-03-23T21:58:25.432732
16,5,5,0,5,2026-03-23T21:58:26.217045
16,6,5,0,5,2026-03-23T21:58:27.071775
16,7,5,0,5,2026-03-23T21:58:27.876439
16,8,5,0,5,2026-03-23T21:58:28.654973
16,9,5,0,5,2026-03-23T21:58:35.158719
16,10,5,0,5,2026-03-23T21:58:37.722043
17,1,5,0,5,2026-03-23T21:58:38.512507
17,2,5,0,5,2026-03-23T21:58:39.664192
17,3,5,0,5,2026-03-23T21:58:40.451059
17,4,5,0,5,2026-03-23T21:58:46.619763
17,5,5,0,5,2026-03-23T21:58:49.090935
17,6,5,0,5,2026-03-23T21:58:49.880925
17,7,5,0,5,2026-03-23T21:58:50.680967
17,8,5,0,5,2026-03-23T21:58:51.495011
17,9,5,0,5,2026-03-23T21:58:52.300967
17,10,5,0,5,2026-03-23T21:58:58.918543
18,1,5,0,5,2026-03-23T21:59:00.574619
18,2,5,0,5,2026-03-23T21:59:01.477077
18,3,5,0,5,2026-03-23T21:59:02.260439
18,4,5,0,5,2026-03-23T21:59:03.070966
18,5,5,0,5,2026-03-23T21:59:03.906542
18,6,5,0,5,2026-03-23T21:59:10.487552
18,7,5,0,5,2026-03-23T21:59:11.411768
18,8,5,0,5,2026-03-23T21:59:12.255248
18,9,5,0,5,2026-03-23T21:59:12.938593
18,10,5,0,5,2026-03-23T21:59:13.766298
19,1,5,0,5,2026-03-23T21:59:14.557441
19,2,5,0,5,2026-03-23T21:59:15.401030
19,3,5,0,5,2026-03-23T21:59:21.956315
19,4,5,0,5,2026-03-23T21:59:24.107354
19,5,5,0,5,2026-03-23T21:59:24.972441
19,6,5,0,5,2026-03-23T21:59:25.748630
19,7,5,0,5,2026-03-23T21:59:26.547846
19,8,5,0,5,2026-03-23T21:59:33.059220
19,9,5,0,5,2026-03-23T21:59:35.743381
19,10,5,0,5,2026-03-23T21:59:36.602535
20,1,5,0,5,2026-03-23T21:59:37.390334
20,2,5,0,5,2026-03-23T21:59:38.183354
20,3,5,0,5,2026-03-23T21:59:44.588194
20,4,3,0,3,2026-03-23T21:59:51.155930
20,5,5,0,5,2026-03-23T21:59:53.190340
20,6,5,0,5,2026-03-23T21:59:54.007365
20,7,3,0,3,2026-03-23T21:59:54.826108
20,8,3,0,3,2026-03-23T21:59:55.606804
20,9,5,0,5,2026-03-23T21:59:56.465855
20,10,3,0,3,2026-03-23T22:00:02.965181
21,1,5,0,5,2026-03-23T22:00:03.942497
21,2,5,0,5,2026-03-23T22:00:04.745442
21,3,5,0,5,2026-03-23T22:00:05.578848
21,4,5,0,5,2026-03-23T22:00:06.372500
21,5,5,0,5,2026-03-23T22:00:07.158456
21,6,5,0,5,2026-03-23T22:00:07.934188
21,7,5,0,5,2026-03-23T22:00:14.447057
21,8,5,0,5,2026-03-23T22:00:16.845390
21,9,5,0,5,2026-03-23T22:00:17.640124
21,10,5,0,5,2026-03-23T22:00:18.424413
22,1,5,0,5,2026-03-23T22:00:19.266712
22,2,5,0,5,2026-03-23T22:00:25.771965
22,3,5,0,5,2026-03-23T22:00:27.823101
22,4,5,0,5,2026-03-23T22:00:28.638411
22,5,5,0,5,2026-03-23T22:00:29.437776
22,6,5,0,5,2026-03-23T22:00:30.247139
22,7,5,0,5,2026-03-23T22:00:31.049779
22,8,5,0,5,2026-03-23T22:00:37.131187
22,9,5,0,5,2026-03-23T22:00:37.969573
22,10,5,0,5,2026-03-23T22:00:38.762756
23,1,5,0,5,2026-03-23T22:00:39.542271
23,2,5,0,5,2026-03-23T22:00:40.508382
23,3,5,0,5,2026-03-23T22:00:41.323064
23,4,5,0,5,2026-03-23T22:00:42.138380
23,5,5,0,5,2026-03-23T22:00:42.932653
23,6,5,0,5,2026-03-23T22:00:48.962027
23,7,5,0,5,2026-03-23T22:00:49.798567
23,8,5,0,5,2026-03-23T22:00:50.627226
23,9,5,0,5,2026-03-23T22:00:51.454199
23,10,5,0,5,2026-03-23T22:00:52.355851
24,1,5,0,5,2026-03-23T22:00:53.239081
24,2,5,0,5,2026-03-23T22:00:54.121927
24,3,5,0,5,2026-03-23T22:00:54.907851
24,4,5,0,5,2026-03-23T22:01:01.539349
24,5,5,0,5,2026-03-23T22:01:02.358385
24,6,5,0,5,2026-03-23T22:01:03.178545
24,7,5,0,5,2026-03-23T22:01:03.989966
24,8,5,0,5,2026-03-23T22:01:04.864139
24,9,5,0,5,2026-03-23T22:01:05.672822
24,10,5,0,5,2026-03-23T22:01:11.839468
25,1,5,0,5,2026-03-23T22:01:14.533741
25,2,5,0,5,2026-03-23T22:01:15.326206
25,3,5,0,5,2026-03-23T22:01:16.125147
25,4,5,0,5,2026-03-23T22:01:16.956558
25,5,5,0,5,2026-03-23T22:01:17.772345
25,6,3,0,3,2026-03-23T22:01:24.361051
25,7,5,0,5,2026-03-23T22:01:26.887469
25,8,5,0,5,2026-03-23T22:01:27.679178
25,9,5,0,5,2026-03-23T22:01:28.482514
25,10,5,0,5,2026-03-23T22:01:29.273069
26,1,3,0,3,2026-03-23T22:01:30.047397
26,2,5,0,5,2026-03-23T22:01:36.563136
26,3,5,0,5,2026-03-23T22:01:38.615482
26,4,0,0,0,2026-03-23T22:01:39.396234
26,5,5,0,5,2026-03-23T22:01:40.206220
26,6,5,0,5,2026-03-23T22:01:40.997922
26,7,5,0,5,2026-03-23T22:01:41.789547
26,8,5,0,5,2026-03-23T22:01:48.325760
26,9,3,0,3,2026-03-23T22:01:50.788749
26,10,5,0,5,2026-03-23T22:01:51.590670
27,1,5,0,5,2026-03-23T22:01:52.488776
27,2,5,0,5,2026-03-23T22:01:53.308047
27,3,5,0,5,2026-03-23T22:01:59.964487
27,4,5,0,5,2026-03-23T22:02:02.699756
27,5,5,0,5,2026-03-23T22:02:03.480466
27,6,5,0,5,2026-03-23T22:02:04.315826
27,7,5,0,5,2026-03-23T22:02:05.105082
27,8,5,0,5,2026-03-23T22:02:11.738302
27,9,5,0,5,2026-03-23T22:02:13.587332
27,10,5,0,5,2026-03-23T22:02:14.395511
28,1,5,0,5,2026-03-23T22:02:15.213809
28,2,5,0,5,2026-03-23T22:02:16.007064
28,3,5,0,5,2026-03-23T22:02:16.812768
28,4,5,0,5,2026-03-23T22:02:23.414941
28,5,5,0,5,2026-03-23T22:02:25.138053
28,6,5,0,5,2026-03-23T22:02:25.954524
28,7,5,0,5,2026-03-23T22:02:26.753484
28,8,5,0,5,2026-03-23T22:02:27.523551
28,9,5,0,5,2026-03-23T22:02:28.317061
28,10,5,0,5,2026-03-23T22:02:34.869498
29,1,5,0,5,2026-03-23T22:02:35.710863
29,2,5,0,5,2026-03-23T22:02:36.519572
29,3,5,0,5,2026-03-23T22:02:37.444130
29,4,5,0,5,2026-03-23T22:02:38.214490
29,5,5,0,5,2026-03-23T22:02:39.033325
29,6,5,0,5,2026-03-23T22:02:39.898478
29,7,5,0,5,2026-03-23T22:02:46.491395
29,8,5,0,5,2026-03-23T22:02:47.374462
29,9,5,0,5,2026-03-23T22:02:48.092407
29,10,5,0,5,2026-03-23T22:02:48.910462
30,1,5,0,5,2026-03-23T22:02:49.706686
30,2,5,0,5,2026-03-23T22:02:50.512668
30,3,5,0,5,2026-03-23T22:02:51.373279
30,4,5,0,5,2026-03-23T22:02:57.923584
30,5,5,0,5,2026-03-23T22:03:00.178297
30,6,5,0,5,2026-03-23T22:03:00.889871
30,7,5,0,5,2026-03-23T22:03:01.655915
30,8,5,0,5,2026-03-23T22:03:02.439153
30,9,5,0,5,2026-03-23T22:03:08.655149
30,10,5,0,5,2026-03-23T22:03:09.513177
