item_id,run_index,answer,gold,correct,format_valid,failures,response,collected_at,subject
3,3,C,B,0,1,0,C,2026-07-30T10:17:51.832333,abstract_algebra
3,4,C,B,0,1,0,C,2026-07-30T10:19:04.735589,abstract_algebra
3,5,C,B,0,1,0,C,2026-07-30T10:19:09.669466,abstract_algebra
3,6,C,B,0,1,0,C,2026-07-30T10:19:09.301810,abstract_algebra
3,7,C,B,0,1,0,C,2026-07-30T10:19:09.264869,abstract_algebra
3,8,C,B,0,1,0,C,2026-07-30T10:19:09.383014,abstract_algebra
3,9,C,B,0,1,0,C,2026-07-30T10:19:06.411503,abstract_algebra
3,10,C,B,0,1,0,C,2026-07-30T10:19:09.597590,abstract_algebra
4,1,B,B,1,1,0,B,2026-07-30T10:19:07.653331,anatomy
4,2,B,B,1,1,0,B,2026-07-30T10:19:09.363211,anatomy
4,3,B,B,1,1,0,B,2026-07-30T10:19:11.942887,anatomy
4,4,B,B,1,1,0,B,2026-07-30T10:19:09.491459,anatomy
4,5,B,B,1,1,0,B,2026-07-30T10:19:11.824731,anatomy
4,6,B,B,1,1,0,B,2026-07-30T10:19:11.645879,anatomy
4,7,B,B,1,1,0,B,2026-07-30T10:19:13.876261,anatomy
4,8,B,B,1,1,0,B,2026-07-30T10:19:13.910393,anatomy
4,9,B,B,1,1,0,B,2026-07-30T10:19:13.944662,anatomy
4,10,B,B,1,1,0,B,2026-07-30T10:19:13.981557,anatomy
5,1,D,C,0,1,0,D,2026-07-30T10:19:13.713455,anatomy
5,2,D,C,0,1,0,D,2026-07-30T10:19:13.977518,anatomy
5,3,D,C,0,1,0,D,2026-07-30T10:19:13.713600,anatomy
5,4,D,C,0,1,0,D,2026-07-30T10:19:15.668222,anatomy
5,5,D,C,0,1,0,D,2026-07-30T10:19:15.467201,anatomy
5,6,D,C,0,1,0,D,2026-07-30T10:19:15.677308,anatomy
5,7,D,C,0,1,0,D,2026-07-30T10:19:15.605864,anatomy
5,8,D,C,0,1,0,D,2026-07-30T10:19:15.411660,anatomy
5,9,D,C,0,1,0,D,2026-07-30T10:19:15.572727,anatomy
5,10,D,C,0,1,0,D,2026-07-30T10:19:15.569201,anatomy
6,1,A,A,1,1,0,A,2026-07-30T10:19:15.722523,anatomy
6,2,A,A,1,1,0,A,2026-07-30T10:19:15.754835,anatomy
6,3,A,A,1,1,0,A,2026-07-30T10:19:15.588854,anatomy
6,4,A,A,1,1,0,A,2026-07-30T10:19:15.633274,anatomy
6,5,A,A,1,1,0,A,2026-07-30T10:19:15.655766,anatomy
6,6,A,A,1,1,0,A,2026-07-30T10:19:19.341300,anatomy
6,7,A,A,1,1,0,A,2026-07-30T10:19:19.323057,anatomy
6,8,A,A,1,1,0,A,2026-07-30T10:19:16.814632,anatomy
6,9,A,A,1,1,0,A,2026-07-30T10:19:21.610291,anatomy
6,10,A,A,1,1,0,A,2026-07-30T10:19:19.088202,anatomy
7,1,B,B,1,1,0,B,2026-07-30T10:19:19.346004,anatomy
7,2,B,B,1,1,0,B,2026-07-30T10:19:19.189423,anatomy
7,3,B,B,1,1,0,B,2026-07-30T10:19:19.167914,anatomy
7,4,B,B,1,1,0,B,2026-07-30T10:19:19.205094,anatomy
7,5,B,B,1,1,0,B,2026-07-30T10:19:21.553697,anatomy
7,6,B,B,1,1,0,B,2026-07-30T10:19:19.634240,anatomy
7,7,B,B,1,1,0,B,2026-07-30T10:19:21.499004,anatomy
7,8,B,B,1,1,0,B,2026-07-30T10:19:21.410236,anatomy
7,9,B,B,1,1,0,B,2026-07-30T10:19:21.446609,anatomy
7,10,B,B,1,1,0,B,2026-07-30T10:19:21.435922,anatomy
8,1,B,B,1,1,0,B,2026-07-30T10:19:20.224821,astronomy
8,2,B,B,1,1,0,B,2026-07-30T10:19:23.074049,astronomy
8,3,B,B,1,1,0,B,2026-07-30T10:19:20.567084,astronomy
8,4,B,B,1,1,0,B,2026-07-30T10:19:20.794055,astronomy
8,5,B,B,1,1,0,B,2026-07-30T10:19:22.824266,astronomy
8,6,B,B,1,1,0,B,2026-07-30T10:19:25.152726,astronomy
8,7,B,B,1,1,0,B,2026-07-30T10:19:24.828549,astronomy
8,8,B,B,1,1,0,B,2026-07-30T10:19:24.812391,astronomy
8,9,B,B,1,1,0,B,2026-07-30T10:19:24.635938,astronomy
8,10,B,B,1,1,0,B,2026-07-30T10:19:24.653266,astronomy
9,1,A,A,1,1,0,A,2026-07-30T10:19:24.654527,astronomy
9,2,A,A,1,1,0,A,2026-07-30T10:19:24.677936,astronomy
9,3,A,A,1,1,0,A,2026-07-30T10:19:24.685738,astronomy
9,4,A,A,1,1,0,A,2026-07-30T10:19:25.063103,astronomy
9,5,A,A,1,1,0,A,2026-07-30T10:19:24.585333,astronomy
9,6,A,A,1,1,0,A,2026-07-30T10:19:24.860559,astronomy
9,7,A,A,1,1,0,A,2026-07-30T10:19:25.131963,astronomy
9,8,A,A,1,1,0,A,2026-07-30T10:19:26.243914,astronomy
9,9,A,A,1,1,0,A,2026-07-30T10:19:25.886950,astronomy
9,10,A,A,1,1,0,A,2026-07-30T10:19:25.691693,astronomy
10,1,D,D,1,1,0,D,2026-07-30T10:19:26.117567,astronomy
10,2,D,D,1,1,0,D,2026-07-30T10:19:28.179115,astronomy
10,3,D,D,1,1,0,D,2026-07-30T10:19:28.203354,astronomy
10,4,D,D,1,1,0,D,2026-07-30T10:19:25.855841,astronomy
10,5,D,D,1,1,0,D,2026-07-30T10:19:25.686994,astronomy
10,6,D,D,1,1,0,D,2026-07-30T10:19:28.399383,astronomy
10,7,D,D,1,1,0,D,2026-07-30T10:19:28.287412,astronomy
10,8,D,D,1,1,0,D,2026-07-30T10:19:26.185262,astronomy
10,9,D,D,1,1,0,D,2026-07-30T10:19:26.175464,astronomy
10,10,D,D,1,1,0,D,2026-07-30T10:19:28.156041,astronomy
11,1,D,D,1,1,0,D,2026-07-30T10:19:27.377675,astronomy
11,2,D,D,1,1,0,D,2026-07-30T10:19:27.100450,astronomy
11,3,D,D,1,1,0,D,2026-07-30T10:19:26.937360,astronomy
11,4,D,D,1,1,0,D,2026-07-30T10:19:27.574216,astronomy
11,5,D,D,1,1,0,D,2026-07-30T10:19:27.409284,astronomy
11,6,D,D,1,1,0,D,2026-07-30T10:19:27.850682,astronomy
11,7,D,D,1,1,0,D,2026-07-30T10:19:27.699329,astronomy
11,8,D,D,1,1,0,D,2026-07-30T10:19:28.792530,astronomy
11,9,D,D,1,1,0,D,2026-07-30T10:19:27.914931,astronomy
11,10,D,D,1,1,0,D,2026-07-30T10:19:28.228811,astronomy
12,1,B,B,1,1,0,B,2026-07-30T10:19:29.296751,business_ethics
12,2,B,B,1,1,0,B,2026-07-30T10:19:29.042501,business_ethics
12,3,B,B,1,1,0,B,2026-07-30T10:19:29.367169,business_ethics
12,4,B,B,1,1,0,B,2026-07-30T10:19:29.306821,business_ethics
12,5,B,B,1,1,0,B,2026-07-30T10:19:29.580746,business_ethics
12,6,B,B,1,1,0,B,2026-07-30T10:19:29.792365,business_ethics
12,7,B,B,1,1,0,B,2026-07-30T10:19:29.630007,business_ethics
12,8,B,B,1,1,0,B,2026-07-30T10:19:29.251930,business_ethics
12,9,B,B,1,1,0,B,2026-07-30T10:19:29.272418,business_ethics
12,10,B,B,1,1,0,B,2026-07-30T10:19:29.541398,business_ethics
13,1,A,A,1,1,0,A,2026-07-30T10:19:29.661178,business_ethics
13,2,A,A,1,1,0,A,2026-07-30T10:19:30.435053,business_ethics
13,3,A,A,1,1,0,A,2026-07-30T10:19:30.093153,business_ethics
13,4,A,A,1,1,0,A,2026-07-30T10:19:30.317858,business_ethics
13,5,A,A,1,1,0,A,2026-07-30T10:19:30.535999,business_ethics
13,6,A,A,1,1,0,A,2026-07-30T10:19:30.955120,business_ethics
13,7,A,A,1,1,0,A,2026-07-30T10:19:30.767737,business_ethics
13,8,A,A,1,1,0,A,2026-07-30T10:19:30.407063,business_ethics
13,9,A,A,1,1,0,A,2026-07-30T10:19:31.201692,business_ethics
13,10,A,A,1,1,0,A,2026-07-30T10:19:31.054710,business_ethics
14,1,C,C,1,1,0,C,2026-07-30T10:19:31.665175,business_ethics
14,2,C,C,1,1,0,C,2026-07-30T10:19:31.520015,business_ethics
14,3,C,C,1,1,0,C,2026-07-30T10:19:31.616665,business_ethics
14,4,C,C,1,1,0,C,2026-07-30T10:19:31.725408,business_ethics
14,5,C,C,1,1,0,C,2026-07-30T10:19:35.454702,business_ethics
14,6,C,C,1,1,0,C,2026-07-30T10:19:35.464711,business_ethics
14,7,C,C,1,1,0,C,2026-07-30T10:19:33.098487,business_ethics
14,8,C,C,1,1,0,C,2026-07-30T10:19:31.783983,business_ethics
14,9,C,C,1,1,0,C,2026-07-30T10:19:33.240556,business_ethics
14,10,C,C,1,1,0,C,2026-07-30T10:19:35.613328,business_ethics
15,1,B,B,1,1,0,B,2026-07-30T10:19:32.719465,business_ethics
15,2,B,B,1,1,0,B,2026-07-30T10:19:32.247239,business_ethics
15,3,B,B,1,1,0,B,2026-07-30T10:19:32.972851,business_ethics
15,4,B,B,1,1,0,B,2026-07-30T10:19:33.266669,business_ethics
15,5,B,B,1,1,0,B,2026-07-30T10:19:33.324257,business_ethics
15,6,B,B,1,1,0,B,2026-07-30T10:19:33.181652,business_ethics
15,7,B,B,1,1,0,B,2026-07-30T10:19:33.026361,business_ethics
15,8,B,B,1,1,0,B,2026-07-30T10:19:33.491094,business_ethics
15,9,B,B,1,1,0,B,2026-07-30T10:19:33.767112,business_ethics
15,10,B,B,1,1,0,B,2026-07-30T10:19:34.233030,business_ethics
16,1,B,B,1,1,0,B,2026-07-30T10:19:37.681999,clinical_knowledge
16,2,B,B,1,1,0,B,2026-07-30T10:19:37.739941,clinical_knowledge
16,3,B,B,1,1,0,B,2026-07-30T10:19:37.849335,clinical_knowledge
16,4,B,B,1,1,0,B,2026-07-30T10:19:37.812422,clinical_knowledge
16,5,B,B,1,1,0,B,2026-07-30T10:19:37.505645,clinical_knowledge
16,6,B,B,1,1,0,B,2026-07-30T10:19:37.529037,clinical_knowledge
16,7,B,B,1,1,0,B,2026-07-30T10:19:37.674968,clinical_knowledge
16,8,B,B,1,1,0,B,2026-07-30T10:19:37.948891,clinical_knowledge
16,9,B,B,1,1,0,B,2026-07-30T10:19:37.471552,clinical_knowledge
16,10,B,B,1,1,0,B,2026-07-30T10:19:37.720722,clinical_knowledge
17,1,D,D,1,1,0,D,2026-07-30T10:19:37.326088,clinical_knowledge
17,2,D,D,1,1,0,D,2026-07-30T10:19:36.850606,clinical_knowledge
17,3,D,D,1,1,0,D,2026-07-30T10:19:38.098797,clinical_knowledge
17,4,D,D,1,1,0,D,2026-07-30T10:19:41.578203,clinical_knowledge
17,5,D,D,1,1,0,D,2026-07-30T10:19:41.313200,clinical_knowledge
17,6,D,D,1,1,0,D,2026-07-30T10:19:41.376218,clinical_knowledge
17,7,D,D,1,1,0,D,2026-07-30T10:19:41.375861,clinical_knowledge
17,8,D,D,1,1,0,D,2026-07-30T10:19:39.163939,clinical_knowledge
17,9,D,D,1,1,0,D,2026-07-30T10:19:39.110209,clinical_knowledge
17,10,D,D,1,1,0,D,2026-07-30T10:19:41.231360,clinical_knowledge
18,1,D,D,1,1,0,D,2026-07-30T10:19:39.392384,clinical_knowledge
18,2,D,D,1,1,0,D,2026-07-30T10:19:39.269100,clinical_knowledge
18,3,D,D,1,1,0,D,2026-07-30T10:19:39.108084,clinical_knowledge
18,4,D,D,1,1,0,D,2026-07-30T10:19:39.386330,clinical_knowledge
18,5,D,D,1,1,0,D,2026-07-30T10:19:39.534864,clinical_knowledge
18,6,D,D,1,1,0,D,2026-07-30T10:19:40.164968,clinical_knowledge
18,7,D,D,1,1,0,D,2026-07-30T10:19:40.362164,clinical_knowledge
18,8,D,D,1,1,0,D,2026-07-30T10:19:41.023917,clinical_knowledge
18,9,D,D,1,1,0,D,2026-07-30T10:19:40.697429,clinical_knowledge
18,10,D,D,1,1,0,D,2026-07-30T10:19:41.235570,clinical_knowledge
19,1,D,D,1,1,0,D,2026-07-30T10:19:41.417521,clinical_knowledge
19,2,D,D,1,1,0,D,2026-07-30T10:19:41.392717,clinical_knowledge
19,3,D,D,1,1,0,D,2026-07-30T10:19:42.219301,clinical_knowledge
19,4,D,D,1,1,0,D,2026-07-30T10:19:42.029083,clinical_knowledge
19,5,D,D,1,1,0,D,2026-07-30T10:19:42.349467,clinical_knowledge
19,6,D,D,1,1,0,D,2026-07-30T10:19:42.841806,clinical_knowledge
19,7,D,D,1,1,0,D,2026-07-30T10:19:43.322268,clinical_knowledge
19,8,D,D,1,1,0,D,2026-07-30T10:19:42.474973,clinical_knowledge
19,9,D,D,1,1,0,D,2026-07-30T10:19:42.587536,clinical_knowledge
19,10,D,D,1,1,0,D,2026-07-30T10:19:43.019062,clinical_knowledge
20,1,D,D,1,1,0,D,2026-07-30T10:19:43.232346,college_biology
20,2,D,D,1,1,0,D,2026-07-30T10:19:42.825813,college_biology
20,3,D,D,1,1,0,D,2026-07-30T10:19:42.679471,college_biology
20,4,D,D,1,1,0,D,2026-07-30T10:19:43.198079,college_biology
20,5,D,D,1,1,0,D,2026-07-30T10:19:43.653852,college_biology
20,6,D,D,1,1,0,D,2026-07-30T10:19:44.051361,college_biology
20,7,D,D,1,1,0,D,2026-07-30T10:19:44.224352,college_biology
20,8,D,D,1,1,0,D,2026-07-30T10:19:44.494267,college_biology
20,9,D,D,1,1,0,D,2026-07-30T10:19:44.246002,college_biology
20,10,D,D,1,1,0,D,2026-07-30T10:19:44.133380,college_biology
21,1,D,D,1,1,0,D,2026-07-30T10:19:44.282207,college_biology
21,2,D,D,1,1,0,D,2026-07-30T10:19:46.653846,college_biology
21,3,D,D,1,1,0,D,2026-07-30T10:19:49.023901,college_biology
21,4,D,D,1,1,0,D,2026-07-30T10:19:48.768997,college_biology
21,5,D,D,1,1,0,D,2026-07-30T10:19:44.073442,college_biology
21,6,D,D,1,1,0,D,2026-07-30T10:19:48.843131,college_biology
21,7,D,D,1,1,0,D,2026-07-30T10:19:46.380162,college_biology
21,8,D,D,1,1,0,D,2026-07-30T10:19:48.716804,college_biology
21,9,D,D,1,1,0,D,2026-07-30T10:19:48.717693,college_biology
21,10,D,D,1,1,0,D,2026-07-30T10:19:48.731195,college_biology
22,1,A,A,1,1,0,A,2026-07-30T10:19:48.792214,college_biology
22,2,A,A,1,1,0,A,2026-07-30T10:19:48.853342,college_biology
22,3,A,A,1,1,0,A,2026-07-30T10:19:48.893258,college_biology
22,4,A,A,1,1,0,A,2026-07-30T10:19:48.742597,college_biology
22,5,A,A,1,1,0,A,2026-07-30T10:19:48.864844,college_biology
22,6,A,A,1,1,0,A,2026-07-30T10:19:48.910943,college_biology
22,7,A,A,1,1,0,A,2026-07-30T10:19:50.347061,college_biology
22,8,A,A,1,1,0,A,2026-07-30T10:19:49.969372,college_biology
22,9,A,A,1,1,0,A,2026-07-30T10:19:50.366203,college_biology
22,10,A,A,1,1,0,A,2026-07-30T10:19:50.376767,college_biology
23,1,D,D,1,1,0,D,2026-07-30T10:19:49.638375,college_biology
23,2,D,D,1,1,0,D,2026-07-30T10:19:50.247224,college_biology
23,3,D,D,1,1,0,D,2026-07-30T10:19:49.891629,college_biology
23,4,D,D,1,1,0,D,2026-07-30T10:19:50.300745,college_biology
23,5,D,D,1,1,0,D,2026-07-30T10:19:50.098601,college_biology
23,6,D,D,1,1,0,D,2026-07-30T10:19:50.339673,college_biology
23,7,D,D,1,1,0,D,2026-07-30T10:19:50.163535,college_biology
23,8,D,D,1,1,0,D,2026-07-30T10:19:50.063278,college_biology
23,9,D,D,1,1,0,D,2026-07-30T10:19:50.888067,college_biology
23,10,D,D,1,1,0,D,2026-07-30T10:19:51.142497,college_biology
24,1,A,A,1,1,0,A,2026-07-30T10:19:53.511075,college_chemistry
24,2,A,A,1,1,0,A,2026-07-30T10:19:56.168590,college_chemistry
24,3,A,A,1,1,0,A,2026-07-30T10:19:53.291816,college_chemistry
24,4,A,A,1,1,0,A,2026-07-30T10:19:55.674748,college_chemistry
24,5,A,A,1,1,0,A,2026-07-30T10:19:55.774184,college_chemistry
24,6,A,A,1,1,0,A,2026-07-30T10:19:53.491393,college_chemistry
24,7,A,A,1,1,0,A,2026-07-30T10:19:55.907836,college_chemistry
24,8,A,A,1,1,0,A,2026-07-30T10:19:55.880060,college_chemistry
24,9,A,A,1,1,0,A,2026-07-30T10:19:53.300471,college_chemistry
24,10,A,A,1,1,0,A,2026-07-30T10:19:55.881400,college_chemistry
25,1,A,C,0,1,0,A,2026-07-30T10:19:55.914715,college_chemistry
25,2,A,C,0,1,0,A,2026-07-30T10:19:55.779257,college_chemistry
25,3,A,C,0,1,0,A,2026-07-30T10:19:57.906703,college_chemistry
25,4,A,C,0,1,0,A,2026-07-30T10:19:57.838878,college_chemistry
25,5,A,C,0,1,0,A,2026-07-30T10:19:57.680036,college_chemistry
25,6,A,C,0,1,0,A,2026-07-30T10:19:57.758472,college_chemistry
25,7,A,C,0,1,0,A,2026-07-30T10:19:59.854487,college_chemistry
25,8,A,C,0,1,0,A,2026-07-30T10:20:00.000294,college_chemistry
25,9,A,C,0,1,0,A,2026-07-30T10:20:00.005489,college_chemistry
25,10,A,C,0,1,0,A,2026-07-30T10:19:59.719150,college_chemistry
26,1,B,A,0,1,0,B,2026-07-30T10:19:59.750999,college_chemistry
26,2,B,A,0,1,0,B,2026-07-30T10:19:59.761802,college_chemistry
26,3,B,A,0,1,0,B,2026-07-30T10:19:59.734418,college_chemistry
26,4,B,A,0,1,0,B,2026-07-30T10:20:01.697470,college_chemistry
26,5,B,A,0,1,0,B,2026-07-30T10:20:01.541286,college_chemistry
26,6,B,A,0,1,0,B,2026-07-30T10:20:01.558952,college_chemistry
26,7,B,A,0,1,0,B,2026-07-30T10:20:01.671730,college_chemistry
26,8,B,A,0,1,0,B,2026-07-30T10:20:01.730883,college_chemistry
26,9,B,A,0,1,0,B,2026-07-30T10:20:01.753697,college_chemistry
26,10,B,A,0,1,0,B,2026-07-30T10:20:01.786703,college_chemistry
27,1,A,C,0,1,0,A,2026-07-30T10:20:01.401850,college_chemistry
27,2,B,C,0,1,0,B,2026-07-30T10:20:01.194053,college_chemistry
27,3,B,C,0,1,0,B,2026-07-30T10:20:02.556586,college_chemistry
27,4,B,C,0,1,0,B,2026-07-30T10:20:01.442565,college_chemistry
27,5,B,C,0,1,0,B,2026-07-30T10:20:01.027895,college_chemistry
27,6,A,C,0,1,0,A,2026-07-30T10:20:02.858564,college_chemistry
27,7,A,C,0,1,0,A,2026-07-30T10:20:04.998568,college_chemistry
27,8,B,C,0,1,0,B,2026-07-30T10:20:05.226612,college_chemistry
27,9,B,C,0,1,0,B,2026-07-30T10:20:04.982207,college_chemistry
27,10,B,C,0,1,0,B,2026-07-30T10:20:02.784176,college_chemistry
28,1,B,B,1,1,0,B,2026-07-30T10:20:07.627577,college_computer_science
28,2,B,B,1,1,0,B,2026-07-30T10:20:07.738523,college_computer_science
28,3,B,B,1,1,0,B,2026-07-30T10:20:07.823322,college_computer_science
28,4,B,B,1,1,0,B,2026-07-30T10:20:07.771135,college_computer_science
28,5,B,B,1,1,0,B,2026-07-30T10:20:05.241191,college_computer_science
28,6,B,B,1,1,0,B,2026-07-30T10:20:07.881410,college_computer_science
28,7,B,B,1,1,0,B,2026-07-30T10:20:07.651455,college_computer_science
28,8,B,B,1,1,0,B,2026-07-30T10:20:07.451133,college_computer_science
28,9,B,B,1,1,0,B,2026-07-30T10:20:07.482681,college_computer_science
28,10,B,B,1,1,0,B,2026-07-30T10:20:07.922102,college_computer_science
29,1,A,A,1,1,0,A,2026-07-30T10:20:05.846626,college_computer_science
29,2,A,A,1,1,0,A,2026-07-30T10:20:06.678294,college_computer_science
29,3,A,A,1,1,0,A,2026-07-30T10:20:06.484380,college_computer_science
29,4,A,A,1,1,0,A,2026-07-30T10:20:07.683793,college_computer_science
29,5,A,A,1,1,0,A,2026-07-30T10:20:07.489916,college_computer_science
29,6,A,A,1,1,0,A,2026-07-30T10:20:08.327871,college_computer_science
29,7,A,A,1,1,0,A,2026-07-30T10:20:14.086011,college_computer_science
29,8,A,A,1,1,0,A,2026-07-30T10:20:08.521050,college_computer_science
29,9,A,A,1,1,0,A,2026-07-30T10:20:08.526444,college_computer_science
29,10,A,A,1,1,0,A,2026-07-30T10:20:08.471917,college_computer_science
30,1,A,A,1,1,0,A,2026-07-30T10:20:13.760700,college_computer_science
30,2,A,A,1,1,0,A,2026-07-30T10:20:10.586061,college_computer_science
30,3,A,A,1,1,0,A,2026-07-30T10:20:13.796364,college_computer_science
30,4,A,A,1,1,0,A,2026-07-30T10:20:13.831884,college_computer_science
30,5,A,A,1,1,0,A,2026-07-30T10:20:13.814279,college_computer_science
30,6,A,A,1,1,0,A,2026-07-30T10:20:10.573955,college_computer_science
30,7,A,A,1,1,0,A,2026-07-30T10:20:13.925604,college_computer_science
30,8,A,A,1,1,0,A,2026-07-30T10:20:13.806862,college_computer_science
30,9,A,A,1,1,0,A,2026-07-30T10:20:14.006304,college_computer_science
30,10,A,A,1,1,0,A,2026-07-30T10:20:14.096290,college_computer_science
31,1,C,C,1,1,0,C,2026-07-30T10:20:09.957217,college_computer_science
31,2,C,C,1,1,0,C,2026-07-30T10:20:12.017705,college_computer_science
31,3,C,C,1,1,0,C,2026-07-30T10:20:12.226303,college_computer_science
31,4,C,C,1,1,0,C,2026-07-30T10:20:12.184008,college_computer_science
31,5,C,C,1,1,0,C,2026-07-30T10:20:13.463732,college_computer_science
31,6,C,C,1,1,0,C,2026-07-30T10:20:13.632914,college_computer_science
31,7,C,C,1,1,0,C,2026-07-30T10:20:13.051038,college_computer_science
31,8,C,C,1,1,0,C,2026-07-30T10:20:14.874479,college_computer_science
31,9,C,C,1,1,0,C,2026-07-30T10:20:15.115498,college_computer_science
31,10,C,C,1,1,0,C,2026-07-30T10:20:14.495921,college_computer_science
32,1,C,C,1,1,0,C,2026-07-30T10:20:15.416371,college_mathematics
32,2,C,C,1,1,0,C,2026-07-30T10:20:15.446004,college_mathematics
32,3,C,C,1,1,0,C,2026-07-30T10:20:15.462737,college_mathematics
32,4,C,C,1,1,0,C,2026-07-30T10:20:15.491449,college_mathematics
32,5,C,C,1,1,0,C,2026-07-30T10:20:15.492640,college_mathematics
32,6,C,C,1,1,0,C,2026-07-30T10:20:15.169036,college_mathematics
32,7,C,C,1,1,0,C,2026-07-30T10:20:15.835153,college_mathematics
32,8,C,C,1,1,0,C,2026-07-30T10:20:15.720216,college_mathematics
32,9,C,C,1,1,0,C,2026-07-30T10:20:15.559570,college_mathematics
32,10,C,C,1,1,0,C,2026-07-30T10:20:15.749234,college_mathematics
33,1,A,C,0,1,0,A,2026-07-30T10:20:16.141500,college_mathematics
33,2,A,C,0,1,0,A,2026-07-30T10:20:19.377252,college_mathematics
33,3,A,C,0,1,0,A,2026-07-30T10:20:19.822269,college_mathematics
33,4,A,C,0,1,0,A,2026-07-30T10:20:19.656702,college_mathematics
33,5,A,C,0,1,0,A,2026-07-30T10:20:19.281180,college_mathematics
33,6,A,C,0,1,0,A,2026-07-30T10:20:19.281507,college_mathematics
33,7,A,C,0,1,0,A,2026-07-30T10:20:19.713450,college_mathematics
33,8,C,C,1,1,0,C,2026-07-30T10:20:19.678634,college_mathematics
33,9,C,C,1,1,0,C,2026-07-30T10:20:19.433357,college_mathematics
33,10,C,C,1,1,0,C,2026-07-30T10:20:19.582691,college_mathematics
34,1,D,C,0,1,0,D,2026-07-30T10:20:19.619472,college_mathematics
34,2,D,C,0,1,0,D,2026-07-30T10:20:19.681807,college_mathematics
34,3,C,C,1,1,0,C,2026-07-30T10:20:19.348958,college_mathematics
34,4,D,C,0,1,0,D,2026-07-30T10:20:21.137281,college_mathematics
34,5,C,C,1,1,0,C,2026-07-30T10:20:20.928721,college_mathematics
34,6,D,C,0,1,0,D,2026-07-30T10:20:21.196435,college_mathematics
34,7,C,C,1,1,0,C,2026-07-30T10:20:21.042600,college_mathematics
34,8,D,C,0,1,0,D,2026-07-30T10:20:21.085320,college_mathematics
34,9,D,C,0,1,0,D,2026-07-30T10:20:23.817998,college_mathematics
34,10,C,C,1,1,0,C,2026-07-30T10:20:21.056707,college_mathematics
35,1,D,D,1,1,0,D,2026-07-30T10:20:23.926902,college_mathematics
35,2,D,D,1,1,0,D,2026-07-30T10:20:21.133371,college_mathematics
35,3,D,D,1,1,0,D,2026-07-30T10:20:21.341037,college_mathematics
35,4,D,D,1,1,0,D,2026-07-30T10:20:21.357560,college_mathematics
35,5,D,D,1,1,0,D,2026-07-30T10:20:23.708588,college_mathematics
35,6,D,D,1,1,0,D,2026-07-30T10:20:25.961958,college_mathematics
35,7,D,D,1,1,0,D,2026-07-30T10:20:25.813532,college_mathematics
35,8,D,D,1,1,0,D,2026-07-30T10:20:25.733203,college_mathematics
35,9,D,D,1,1,0,D,2026-07-30T10:20:25.787027,college_mathematics
35,10,D,D,1,1,0,D,2026-07-30T10:20:25.732812,college_mathematics
36,1,A,A,1,1,0,A,2026-07-30T10:20:22.166951,college_medicine
